,Unnamed: 0,readable,uganda-2019,uganda-2020,uganda-2021,uganda-2022,uganda-2023,all,stripped
224,224,"Wakiso , Uganda | THE INDEPENDENT | Wakiso leaders are bitter, that no senior leader at the ministry of health could make time to attend the launch of the National Sanitation Week in the very district where practically they are based, during this era of Covid-19 where sanitation is the key defence against the pandemic.
",0,0,1,0,0,1,wakiso uganda independent wakiso leader bitter senior leader ministry health could make time attend launch national sanitation week district practically base era covid sanitation key defence pandemic
225,225,"Patricia Nangiro, a human rights governance expert notes that the incidents of insecurity in Karamoja were escalated because government did less to resettle the warriors after the disarmament process.
",0,0,1,0,0,1,patricia nangiro human right governance expert note incident insecurity karamoja escalate government less resettle warrior disarmament process
226,226,"Ethiopia and Uganda-grown coffee beans, which dominate Africa’s coffee exports, valued at nearly $2 billion last year.
",0,0,1,0,0,1,ethiopia uganda grow coffee bean dominate africa coffee export value nearly billion last year
227,227,"Interest in Uganda’s coffee on the world market has been agitated by the weather changes most especially the frost that is affecting major coffee producers such as Brazil and Vietnam who control approximately half the global coffee supplies.
",0,0,1,0,0,1,interest uganda coffee world market agitate weather change especially frost affect major coffee producer brazil vietnam control approximately half global coffee supply
228,228,"It should be remembered that around December 2020, media widely reported tycoon Hamis Kiggundu fearing for his life; however, as Ugandans, we have to stand strong for Uganda as we currently have a strong government in power and trust that will have these issues fully investigated and the culprits will be brought to justice for this is not a legal battle limited to financial benefits as many Ugandans presume but, rather, one for preservation of the rule of law, upholding democratic principles, safeguarding human rights and protection of our Constitution as a country.
",0,0,1,0,0,1,remember around december medium widely report tycoon hamis kiggundu fear life however ugandan stand strong uganda currently strong government power trust issue fully investigate culprit bring justice legal battle limit financial benefit many ugandan presume rather one preservation rule law uphold democratic principle safeguard human right protection constitution country
229,229,"Sarah Chepal a gold miner from Karita sub-county in Amudat however, said some of the gold buyers cheat the miners with fake gold weighing scales.
",0,0,1,0,0,1,sarah chepal gold miner karita sub county amudat however say gold buyer cheat miner fake gold weigh scale
230,230,"Henry Okello Oryem, the Minister of State for Foreign Affairs says visitors at Uganda’s pavilion will get in-depth into Uganda’s environmental, touristic, cultural, economic and social landscapes and be familiarized with it as a destination of choice for both leisure and business.
",0,0,1,0,0,1,henry okello oryem minister state foreign affair say visitor uganda pavilion get depth uganda environmental touristic cultural economic social landscape familiarize destination choice leisure business
231,231,"We see it in the genocide being committed against the predominantly Muslim Uyghurs and other ethnic and religious minority groups in Xinjiang; the attacks on and the imprisonment of opposition politicians, anti-corruption activists, and independent journalists in places like Russia, Uganda, Venezuela.
",0,0,1,0,0,1,see genocide commit predominantly muslim uyghur ethnic religious minority group xinjiang attack imprisonment opposition politician anti corruption activist independent journalist place like russia uganda venezuela
232,232,"Uganda will continue to have to borrow from other sources including from domestic banks on more commercial terms.
",0,0,1,0,0,1,uganda continue borrow source include domestic bank commercial term
233,233,"” The project will stimulate economic growth in Uganda and create up to 20,000 direct and indirect jobs, bringing a significant number of meaningful training opportunities for the local labour force.
",0,0,1,0,0,1,project stimulate economic growth uganda create direct indirect job bring significant number meaningful training opportunity local labour force
234,234,"This year, International Organisation under the Accelerating Action for the Elimination of Child in Supply Chains in Africa (ACCEL AFRICA) working with ILO’s International Training Center has been training journalists and communication experts in six African countries, including, Uganda, Ivory Coast, Mali and Nigeria about how the media industry can help raise awareness about how to tackle the scourge of the child labor.
",0,0,1,0,0,1,year international organisation accelerate action elimination child supply chain africa accel africa work ilo international training center train journalist communication expert six african country include uganda ivory coast mali nigeria medium industry help raise awareness tackle scourge child labor
235,235,"“Everything he (Magogo) is saying is what we can say on this panel in a different language including what every Cranes fan can say about the performances,” Ismail Dhakaba, anther journalist chipped in.
",0,0,1,0,0,1,everything magogo say say panel different language include every crane fan say performance ismail dhakaba anther journalist chip
236,236,"Peter Eripet representing the Turkana County says that the Kenyan government has started steps for peaceful disarmament in Kenya.
",0,0,1,0,0,1,peter eripet represent turkana county say kenyan government start step peaceful disarmament kenya
237,237,"In districts that report low COVID-19 numbers like Kalaki, the vaccine will not be given to pregnant women who are not at risk of being infected with the disease.
",0,0,1,0,0,1,district report low covid number like kalaki vaccine give pregnant woman risk infect disease
238,238,"Meanwhile, the Chairpersons of the village peace committees in Karamoja region have demanded the government to do conduct a disarmament exercise.
",0,0,1,0,0,1,meanwhile chairperson village peace committee karamoja region demand government conduct disarmament exercise
239,239,"We leave it to Western academics and journalists seeking to purvey their prejudices about us, our leaders and our governments.
",0,0,1,0,0,1,leave western academic journalist seek purvey prejudice we leader government
240,240,"Back here in Uganda, Joseph Masembe, the founder of Little Hands Go Green, a civil society organisation, says women bear the biggest brunt of climate change and its adverse effects because they are at the heart of usage of natural resources.
",0,0,1,0,0,1,back uganda joseph masembe founder little hand go green civil society organisation say woman bear big brunt climate change adverse effect heart usage natural resource
241,241,"The whole project is being funded by the government of Uganda and a loan from china through Exim Bank at a tune of $84.73 million (Shs 365 billion) over a five year period with the government of Uganda providing counterpart funding of catering for the local costs at an estimate of Shs 114 billion.
",0,0,1,0,0,1,whole project fund government uganda loan china exim bank tune million shs billion five year period government uganda provide counterpart funding cater local cost estimate shs billion
242,242,"According to a press statement released by the presidential press press unit (PPU), President Xi said that Museveni’s re-election means that Uganda will continue to make even greater achievements in materializing her vision on national development.
",0,0,1,0,0,1,accord press statement release presidential press press unit ppu president xi say museveni election mean uganda continue make even great achievement materialize vision national development
243,243,"She is one of the hundreds – could be thousands – of Karimojong children that have swarmed Kampala capital city and its busy suburbs, aggressively begging at traffic lights and during rush hour hold-ups.
",0,0,1,0,0,1,one hundred could thousand karimojong child swarm kampala capital city busy suburb aggressively beg traffic light rush hour hold up
244,244,"The government also intends to start rehabilitation and equipping of Milk Collection Centers around the country, as well as the construction of new ones in Mbale and Gulu, on top of helping dairy farmers acquire milk cooling plans.
",0,0,1,0,0,1,government intend start rehabilitation equipping milk collection center around country well construction new one mbale gulu top help dairy farmer acquire milk cool plan
245,245,"In collaboration with ministry of Energy and Mineral Development, 46 houses have been constructed in Buliisa for PAPs under the oil refinery resettlement project.
",0,0,1,0,0,1,collaboration ministry energy mineral development house construct buliisa pap oil refinery resettlement project
246,246,"The law will facilitate the implementation of Uganda’s obligations under the Host Government Agreement signed between Uganda, Tanzania and the East African Crude Oil Pipeline Company Ltd.
",0,0,1,0,0,1,law facilitate implementation uganda obligation host government agreement sign uganda tanzania east african crude oil pipeline company ltd
247,247,"Passed during the plenary chaired by the deputy speaker Anita Among on Thursday afternoon, the bill will enable the implementation of the local content and ensure that Ugandan citizens and enterprises are given priority when it comes to labor and other resources.
",0,0,1,0,0,1,pass plenary chair deputy speaker anita among thursday afternoon bill enable implementation local content ensure ugandan citizen enterprise give priority come labor resource
248,248,"Michael Longole the Karamoja regional police spokesperson tells KFM that women’s participation in the current disarmament is very helpful.
",0,0,1,0,0,1,michael longole karamoja regional police spokesperson tell kfm woman participation current disarmament helpful
249,249,"Musa Mugerwa, dealer in e-waste at Kiteezi landfill, says that much of the waste is sorted in search of spare parts while some devices are burnt in search of copper wires.
",0,0,1,0,0,1,musa mugerwa dealer waste kiteezi landfill say much waste sort search spare part device burn search copper wire
250,250,"The Government of Uganda’s actions represent a continued downward trajectory for the country’s democracy and respect for human rights as recognized and protected by Uganda’s constitution.
",0,0,1,0,0,1,government uganda action represent continue downward trajectory country democracy respect human right recognize protect uganda constitution
251,251,"The come of Kibirige with his BMK company to build a hotel in Moroto made the value of property in Moroto to start rising.
",0,0,1,0,0,1,come kibirige bmk company build hotel moroto make value property moroto start rise
252,252,"In addition, we maintain a dialogue with the representation of the UN High-Commissioner in Uganda.
",0,0,1,0,0,1,addition maintain dialogue representation un high commissioner uganda
253,253,"During the meeting, the minister gave an order for the arrest of the district secretary to the land board, Hadijjah Ssebyala and her colleague only identified as Eng Ssemakula, who were indeed arrested and taken to Njeru police division.
",0,0,1,0,0,1,meeting minister give order arrest district secretary land board hadijjah ssebyala colleague identify eng ssemakula indeed arrest take njeru police division
254,254,"He proposed that the situation can only be addressed if the government can open water channels from Akworo to Lala dam through Alungar and then another from Apuuton to Aolio so that water stops flooding people’s homes and gardens.
",0,0,1,0,0,1,propose situation address government open water channel akworo lala dam alungar another apuuton aolio water stop flood people home garden
255,255,"“You cannot plan when prices keep changing,” George Buracweke from Kiruhura district told The Independent.
",0,0,1,0,0,1,plan price keep change george buracweke kiruhura district tell independent
256,256,"When the Minority Rights Group International gathered representatives of these minority groups in Kampala on Oct.25, many spoke about the marginalisation and discrimination that they endure everyday.
",0,0,1,0,0,1,minority right group international gather representative minority group kampala oct many speak marginalisation discrimination endure everyday
257,257,"Coffee exports earn Uganda 634 million pounds per year according to asareca.org.
",0,0,1,0,0,1,coffee export earn uganda million pound per year accord asareca org
258,258,"She also noted that during the hearing of the matter, Kasango’s eldest son said that they were comfortable burying their father in Fort Portal.
",0,0,1,0,0,1,note hearing matter kasango eld son say comfortable bury father fort portal
259,259,"Tumwebaze said that the unnecessary trade wars in the region without evidence are a barrier to quality products noting that whoever is doubting Uganda’s milk should come and test it.
",0,0,1,0,0,1,tumwebaze say unnecessary trade war region without evidence barrier quality product note whoever doubt uganda milk come test
260,260,"A HarvestPlus compiled report has found that a five-year staple crops’ bio-fortification pilot project funded by the United States Agency for International Development (USAID) has improved nutrition and boosted the earnings of more than half-a-million farmer households in Uganda.
",0,0,1,0,0,1,harvestplus compile report find five year staple crop bio fortification pilot project fund united states agency international development usaid improve nutrition boost earning half million farmer household uganda
261,261,"When we reached Lugogo bypass, there were two 10-wheelers in front of us at terrible speed.
",0,0,1,0,0,1,reach lugogo bypass two wheeler front we terrible speed
262,262,"Uganda’s crude oil from the Kingfisher and Tilenga projects will be transported through a 1,443-kilometer 897-mile heated pipeline for export through the port of Tanga in Tanzania.
",0,0,1,0,0,1,uganda crude oil kingfisher tilenga project transport kilometer mile heated pipeline export port tanga tanzania
263,263,"Interviewed for this story, Irumba, a widow and family bread-winner, said she is a hand-to-mouth worker who cannot keep home during this Covid-19-induced lockdown.
",0,0,1,0,0,1,interview story irumba widow family bread winner say hand mouth worker keep home covid induce lockdown
264,264,"In Uganda for instance, several stories of arrests of illegal wildlife traders have been highlighted in the media.
",0,0,1,0,0,1,uganda instance several story arrest illegal wildlife trader highlight medium
265,265,"The government has on several occasions tried to rehabilitate and resettle Karimojong children from Kampala to their home districts but on all occasions, the children have found their way back to the streets of Kampala according to the district leaders.
",0,0,1,0,0,1,government several occasion try rehabilitate resettle karimojong child kampala home district occasion child find way back street kampala accord district leader
266,266,"Although the records show that the Makerere University graduate handbook requires that the appeal be concluded within 15 days from submission and a decision communicated within 14 days of its deliberations, the evidence before the court shows that the appeal was dismissed after seven months, which was outside the stipulated time.
",0,0,1,0,0,1,although record show makerere university graduate handbook require appeal conclude within day submission decision communicate within day deliberation evidence court show appeal dismiss seven month outside stipulated time
267,267,"According to Fisheries and Aquaculture division at Food and Agriculture Organisation, Uganda produces 15,000 tonnes of fish aquaculture including production from small-scale, commercial fish farmers and stocked water reservoirs as well as minor lakes.
",0,0,1,0,0,1,accord fishery aquaculture division food agriculture organisation uganda produce tonne fish aquaculture include production small scale commercial fish farmer stock water reservoir well minor lake
268,268,"My only interest as the leader of opposition is to see that Uganda is democratized.
",0,0,1,0,0,1,interest leader opposition see uganda democratize
269,269,"At least 13 candidates didn’t show up for their Primary Leaving Examination- PLE in Moroto district last month.
",0,0,1,0,0,1,least candidate show primary leaving examination ple moroto district last month
270,270,"Organized by the department of Marketing and Management at Makerere University under the mandate of the College of Business and Management Sciences, the students showcased innovative prototypes.
",0,0,1,0,0,1,organize department marketing management makerere university mandate college business management science student showcase innovative prototype
271,271,"Michael Longole, the Karamoja police spokesperson has confirmed Byayo’s suspension.
",0,0,1,0,0,1,michael longole karamoja police spokesperson confirm byayo suspension
272,272,"The position has a huge field of contenders including Jacob Oboth (West Budama), Thedore Ssekikuubo, (Lwemiyaga County), Thomas Tayebwa (Ruhinda North) and Mawokota South MP-elect Yusuf Nsibambi.
",0,0,1,0,0,1,position huge field contender include jacob oboth west budama thedore ssekikuubo lwemiyaga county thomas tayebwa ruhinda north mawokota south mp elect yusuf nsibambi
273,273,"Government is targeting to achieve at least US cents 5 per KWh, especially for industrial consumers - a price, government argues, and power companies agree is necessary for the competitiveness of Uganda’s goods and services.
",0,0,1,0,0,1,government target achieve least we cent per kwh especially industrial consumer price government argue power company agree necessary competitiveness uganda good service
274,274,"The FAO representative in Uganda, Antonio Querido says Uganda is one of the 14 countries in Africa battling second threat of desert locust invasion.
",0,0,1,0,0,1,fao representative uganda antonio querido say uganda one country africa battle second threat desert locust invasion
275,275,"Muhindo said that Lumumba’s misinterpretation of the contracts coupled with the government secrecy around oil agreements calls for more transparency by the government.
",0,0,1,0,0,1,muhindo say lumumba misinterpretation contract couple government secrecy around oil agreement call transparency government
276,276,"Through her lawyers of Centre for Legal Aid led by Isaac Ssemakadde, the widow contends that the deceased was an ordinary wood-cutting machine mechanic in Jilin Province, China until March 19th 2020, when he was trafficked into the country by traffickers disguising him as a tourist visiting Uganda for one month.
",0,0,1,0,0,1,lawyer centre legal aid lead isaac ssemakadde widow contend deceased ordinary wood cut machine mechanic jilin province china march th traffic country trafficker disguise tourist visit uganda one month
277,277,"He says that the poor compensation rates and failure to explain what each item costs are some of the concerns, which the six French and Uganda Civil Society Organizations (CSOs) namely Friends of the Earth France, Survie, AFIEGO, CRED, NAPE and NAVODA took to the French Supreme court against Total.
",0,0,1,0,0,1,say poor compensation rate failure explain item cost concern six french uganda civil society organization csos namely friend earth france survie afiego cre nape navoda take french supreme court total
278,278,"The plan was to have the railway run from Mombasa port to Kigali via Kampala with a connecting line to Juba.
",0,0,1,0,0,1,plan railway run mombasa port kigali via kampala connect line juba
279,279,"Simon Lokut, a resident of Nakapelimoru sub county in Kotido district said that people found in possession of firearms should be punished.
",0,0,1,0,0,1,simon lokut resident nakapelimoru sub county kotido district say people find possession firearm punish
280,280,"He appealed to Christians to emulate the Uganda martyrs who have over the years been celebrated for their display of courage, boldness and unshaken determination to stand up for their faith even in the face of persecution and death.
",0,0,1,0,0,1,appeal christian emulate uganda martyr year celebrate display courage boldness unshaken determination stand faith even face persecution death
281,281,"After two years, he relocated to Nairobi Kenya where he has settled since 2010.
",0,0,1,0,0,1,two year relocate nairobi kenya settle since
282,282,"Uganda is an annual recipient of this aid but this specifically went to the SFC.
",0,0,1,0,0,1,uganda annual recipient aid specifically go sfc
283,283,"If Umeme was to close business today either due to cancellation of its 20-year concession or loss of business or any other circumstance, the government of Uganda would have to look for the money and pay Umeme.
",0,0,1,0,0,1,umeme close business today either due cancellation year concession loss business circumstance government uganda would look money pay umeme
284,284,"Magogo’s gripe with Cranes players was that the footballers are ungrateful to FUFA; insisting the availability of money in the current football environment should be something to be positive about.
",0,0,1,0,0,1,magogo gripe crane player footballer ungrateful fufa insist availability money current football environment something positive
285,285,"Mr. John Nangiro the district LCV chairperson of Nakapiripirit hailed SEAL organisation for supporting the former cattle rustlers.
",0,0,1,0,0,1,mr john nangiro district lcv chairperson nakapiripirit hail seal organisation support former cattle rustler
286,286,"But the biggest damper on the colourful signing ceremony at State House Entebbe was its timing.
",0,0,1,0,0,1,big damper colourful signing ceremony state house entebbe timing
287,287,"I decided to visit Uganda for business prospects.
",0,0,1,0,0,1,decide visit uganda business prospect
288,288,"“While Uganda’s debt level remains at low risk of debt distress, directors caution that debt metrics had weakened, some investment projects may not generate the envisaged return, and interest payments are rising,” said an IMF statement.
",0,0,1,0,0,1,uganda debt level remain low risk debt distress director caution debt metric weaken investment project may generate envisage return interest payment rise say imf statement
289,289,"These murders have swelled into such a national conundrum that Gen Museveni has decided to name call the murderers 'pigs' in his lamentations whenever a person is murdered but he was quick to praise the 'pigs' who were on Kampala streets on live coverage butchering innocent Ugandans with impunity.
",0,0,1,0,0,1,murder swell national conundrum gen museveni decide name call murderer pig lamentation whenever person murder quick praise pig kampala street live coverage butcher innocent ugandans impunity
290,290,"“We also started coaching services for farmers across Uganda two years ago.
",0,0,1,0,0,1,start coach service farmer across uganda two year ago
291,291,"Mathuki on his part says urges the business community to push for public-private partnerships, saying that this is what has boosted trade between Kenya and Tanzania.
",0,0,1,0,0,1,mathuki part say urge business community push public private partnership say boost trade kenya tanzania
292,292,"The National Organic Agricultural Movement of Uganda-NOGAMU says the global market for organic products is estimated at 100 Billion dollars annually, with Uganda’s current exports earning just 60 million dollars each year.
",0,0,1,0,0,1,national organic agricultural movement uganda nogamu say global market organic product estimate billion dollar annually uganda current export earn million dollar year
293,293,"Uganda’s ambassador to Washington, Mull Sebujja Katende, told Foreign Lobby Report that the lobbying aims in part to challenge the narrative from rights groups and supporters of rival candidate Bobi Wine that the government violently suppressed the opposition to ensure Museveni a sixth term in office.
",0,0,1,0,0,1,uganda ambassador washington mull sebujja katende tell foreign lobby report lobbying aim part challenge narrative right group supporter rival candidate bobi wine government violently suppress opposition ensure museveni sixth term office
294,294,"Muliisa said while the government has prepared for production that will generate significant revenues, it has already demonstrated it is able to fight for and attain what Uganda is entitled to.
",0,0,1,0,0,1,muliisa say government prepare production generate significant revenue already demonstrate able fight attain uganda entitle
295,295,"He says the area has been under constant invasion by bandits from South Sudan and neighbouring Karamoja, adding that punitive measures such as long jail terms would act as a deterrent to others.
",0,0,1,0,0,1,say area constant invasion bandit south sudan neighbouring karamoja add punitive measure long jail term would act deterrent other
296,296,"The roads approved for construction in the first phase include Janani Luwum, Lakidi, Philip Adonga, Kitgum Road, Tom Apila all in Central Division, Oneka Road, and Aya Hellen Dean in Pandwong Division.
",0,0,1,0,0,1,road approve construction first phase include janani luwum lakidi philip adonga kitgum road tom apila central division oneka road aya hellen dean pandwong division
297,297,"There are plans to construct a Central Processing facility from Buhuka on Lake Albert to Kabale where the Refinery will be located.
",0,0,1,0,0,1,plan construct central processing facility buhuka lake albert kabale refinery locate
298,298,"The population of Uganda is 44 million.
",0,0,1,0,0,1,population uganda million
299,299,"At the outset, I wish to note that relations between Uganda and the European Union (EU) are both historical and strong.
",0,0,1,0,0,1,outset wish note relation uganda european union eu historical strong
300,300,"The drop is realized despite a study by the World Bank that ranked Uganda and Seychelles as the only countries in Africa charging close to cost reflective tariffs.
",0,0,1,0,0,1,drop realize despite study world bank rank uganda seychelle country africa charge close cost reflective tariff
301,301,"The Hippos, the football management team and the Federation of Uganda Football Associations need to be appreciated by Ugandans and the government of Uganda.
",0,0,1,0,0,1,hippos football management team federation uganda football association need appreciate ugandan government uganda
302,302,"Around 2.4 % of children in Karamoja are severely malnourished – an increase from 1.9% in 2021.
",0,0,0,1,0,1,around child karamoja severely malnourish increase 
303,303,"Once the Explore Uganda brand successfully presents the things that are Uniquely Ugandan; Tourism will be possible in almost every region and every community in Uganda unlike the present norm of national park based tourism.
",0,0,0,1,0,1,explore uganda brand successfully present thing uniquely ugandan tourism possible almost every region every community uganda unlike present norm national park base tourism
304,304,"President Yoweri Museveni has told the people of Kiruhura and Kazo to stop lamenting about bad roads in the districts as the cause of their poverty but instead focus on doing things that will improve their household incomes.
",0,0,0,1,0,1,president yoweri museveni tell people kiruhura kazo stop lament bad road district cause poverty instead focus thing improve household income
305,305,"According to the June-September outlook for Karamoja published by USAID’s Famine Early Warning Systems Network (FEWSNET), above-average rainfall forecast from April to September is expected to support a timely start to the harvest in July.
",0,0,0,1,0,1,accord june september outlook karamoja publish usaid famine early warning system network fewsnet average rainfall forecast april september expect support timely start harvest july
306,306,"In just five years from today, climate change consequences in Uganda will be unbearable.
",0,0,0,1,0,1,five year today climate change consequence uganda unbearable
307,307,"The long-awaited Financial Investment Decision for Uganda’s oil industry was announced today, and raised hopes of the country finally benefiting from its resource.
",0,0,0,1,0,1,long await financial investment decision uganda oil industry announce today raise hope country finally benefit resource
308,308,"The gathering at Kololo also witnessed a military fly-past and an acrobatic dropdown of the UPDF commandos.
",0,0,0,1,0,1,gathering kololo witness military fly past acrobatic dropdown updf commando
309,309,"According to the 2022 Uganda Bureau of Statics annual agricultural survey, about 7 million households in Uganda cultivate land or rear livestock.
",0,0,0,1,0,1,accord uganda bureau static annual agricultural survey million household uganda cultivate land rear livestock
310,310,"Goodwill gives us the best idea on how to construct industrial policy in Uganda.
",0,0,0,1,0,1,goodwill give we good idea construct industrial policy uganda
311,311,"Climate activists in Uganda have expressed optimism about a draft resolution recognizing the human right to a clean, healthy and sustainable environment that is expected to be voted on by the UN General Assembly this week.
",0,0,0,1,0,1,climate activist uganda express optimism draft resolution recognize human right clean healthy sustainable environment expect vote un general assembly week
312,312,"The North Indian Cultural Association (NICA) has also rendered tremendous support to the cause, aimed at offering free eye health care to the people of Kamuli and the surrounding communities.
",0,0,0,1,0,1,north indian cultural association nica render tremendous support cause aim offer free eye health care people kamuli surround community
313,313,"According to the Bank, the GDP, which is the total monetary or market value of all the finished goods and services produced within a country’s borders in a specific time period, is no longer used to determine the status of the economy, but the Gross National Income-GNI, which considers GDP plus economic activities undertaken outside the country by Uganda nationals, excluding activities of foreigners resident in the country.
",0,0,0,1,0,1,accord bank gdp total monetary market value finished good service produce within country border specific time period long use determine status economy gross national income gni consider gdp plus economic activity undertake outside country uganda national exclude activity foreigner resident country
314,314,"Over 73,500 people are set to benefit from Shs 88.8 billion Social Finance Model which aims at fighting child labour in Uganda.
",0,0,0,1,0,1, people set benefit shs billion social finance model aim fight child labour uganda
315,315,"Speaking at the launch event in Kisubi, the MTN Senior Manager for the MTN foundation, Brayan Mbasa Said “A child’s formative years are very crucial and with a disability they are faced with numerous challenges which is why we found it prudent to step in and give them a life changing opportunity that can be provided by modern medicine.
",0,0,0,1,0,1,speak launch event kisubi mtn senior manager mtn foundation brayan mbasa say child formative year crucial disability face numerous challenge find prudent step give life change opportunity provide modern medicine
316,316,"But the largest bank in Uganda, Stanbic Bank, which had bought UCB, had only 300,000.
",0,0,0,1,0,1,large bank uganda stanbic bank buy ucb
317,317,"He said the Minister, Matiya Kasaija and Permanent Secretary Ramathan Ggoobi would explain Uganda’s latest position when they return from the IMF/World Bank meetings later his week.
",0,0,0,1,0,1,say minister matiya kasaija permanent secretary ramathan ggoobi would explain uganda late position return imf world bank meeting later week
318,318,"Kabarole district speaker, Timothy Ruwheza says that the issue involves prominent people in government.
",0,0,0,1,0,1,kabarole district speaker timothy ruwheza say issue involve prominent people government
319,319,"Kodet says that there has been tension between the Teso and Karamoja community over the issues of boundaries and this prompted them to advocate for a detachment, however it’s unfortunate that soldiers have turned to killing their own people.
",0,0,0,1,0,1,kodet say tension teso karamoja community issue boundary prompt advocate detachment however unfortunate soldier turn kill people
320,320,"1972 was the year in which “God appeared to” dictator Idi Amin and instructed him to rid our lands of 50,000 Asians that, in his words, had as “their main interest” to “exploit the economy of Uganda and Ugandan Africans.
",0,0,0,1,0,1,year god appear dictator idi amin instruct rid land asians word main interest exploit economy uganda ugandan africans
321,321,"Poor infrastructure such as the bad road network in the region was among the issues raised by the Woman Member of Parliament for Kiruhura District, Jovanice T. Rwenduru which the President believes is necessary but not an impediment to improving household incomes.
",0,0,0,1,0,1,poor infrastructure bad road network region among issue raise woman member parliament kiruhura district jovanice rwenduru president believe necessary impediment improve household income
322,322,"The minister disclosed that in 1972, the Uganda government and WFP signed an agreement on strategic food support which still exists; the school feeding programme is one of the current components of the agreement.
",0,0,0,1,0,1,minister disclose uganda government wfp sign agreement strategic food support still exist school feeding programme one current component agreement
323,323,"Besides the Computer Misuse (Amendment) Act, Museveni has also assented to the Kampala Capital City (Amendment) Act, 2022, the Mining and Minerals Act, 2022, and the Physical Planners’ Registration Act, 2022.
",0,0,0,1,0,1,besides computer misuse amendment act museveni assent kampala capital city amendment act mining mineral act physical planner registration act
324,324,"Uganda is looking to expand its exports to one of the biggest coffee markets in the world, Turkey.
",0,0,0,1,0,1,uganda look expand export one big coffee market world turkey
325,325,"The incident sent some residents of rebel-held territory fleeing to safety across the border with Uganda.
",0,0,0,1,0,1,incident send resident rebel hold territory flee safety across border uganda
326,326,"Kaabong district chairman Jino Meri said the general insecurity in Kaabong and Karamoja sub-region at large is worrying.
",0,0,0,1,0,1,kaabong district chairman jino meri say general insecurity kaabong karamoja sub region large worry
327,327,"“The condition of life in Karamoja is not easy, someone of 60 years is just like one of 80.
",0,0,0,1,0,1,condition life karamoja easy someone year like one
328,328,"“South Sudan and Uganda representatives are committed to providing an enabling good trade environment for their people and business to flourish.
",0,0,0,1,0,1,south sudan uganda representative commit provide enable good trade environment people business flourish
329,329,"Maximus Ochai, West Budama North County MP called for affirmative action in the education grants and bursaries for the needy saying that the students loan scheme presupposes that all can afford to pay it back.
",0,0,0,1,0,1,maximus ochai west budama north county mp call affirmative action education grant bursary needy say student loan scheme presuppose afford pay back
330,330,"We have introduced palm oil in Kalangala and it’s doing well there.
",0,0,0,1,0,1,introduce palm oil kalangala well
331,331,"Similar arguments have been advanced to explain the renewed tensions and outbreaks of insecurity in DRC’s Eastern region, renewed hostilities between DRC, Rwanda and M-23 and the EU’s renewed interest in Africa’s vast mineral resource wealth.
",0,0,0,1,0,1,similar argument advance explain renew tension outbreak insecurity drc eastern region renew hostility drc rwanda eu renew interest africa vast mineral resource wealth
332,332,"And according to the June 27, 2022 data published by the Global Petrol Prices website, Uganda has the highest cost of fuel in the East African Community (EAC).
",0,0,0,1,0,1,accord june datum publish global petrol price website uganda high cost fuel east african community eac
333,333,"Uganda is a multicultural country in East Africa whose diverse landscape spans from the beautiful snow-capped Rwenzori Mountains to the vast Lake Victoria, and the Source of the River Nile.
",0,0,0,1,0,1,uganda multicultural country east africa whose diverse landscape span beautiful snow cap rwenzori mountain vast lake victoria source river nile
334,334,"In one investigation, Mack found that the Uganda Police Force has used the system for hacking into mobile phones since 2017, and though the use of Cellebrite in Uganda had been secret until now, “a local company in Uganda made public that it supplies to the police there the UFED system capable of hacking through protection of mobile devices, gathering information from them and restoring information that has been deleted,” Mack wrote in his letter to the ministry.
",0,0,0,1,0,1,one investigation mack find uganda police force use system hack mobile phone since though use cellebrite uganda secret local company uganda make public supply police ufed system capable hack protection mobile device gather information restore information delete mack write letter ministry
335,335,"In the first month of tolling, frequent users of the road are incoming and outgoing air passengers, taxi operators, visitors and Entebbe residents.
",0,0,0,1,0,1,first month tolling frequent user road incoming outgoing air passenger taxi operator visitor entebbe resident
336,336,"Uganda, like many countries around the world, is experiencing a rapidly worsening outlook for its economy,underpinned by rising food, fuel and essential commodity prices, heightened financial volatility, sustainable development divestment, and complex global supply chain reconfigurations and mounting trade costs.
",0,0,0,1,0,1,uganda like many country around world experience rapidly worsen outlook economy underpin rise food fuel essential commodity price heighten financial volatility sustainable development divestment complex global supply chain reconfiguration mount trade cost
337,337,"According to World Bank’s Global Economic Prospects Report, Uganda will not escape the slowdown in global growth that has been steepened by Russia’s invasion of Ukraine and its effects on commodity markets, supply chains, inflation, and financial conditions have steepened.
",0,0,0,1,0,1,accord world bank global economic prospect report uganda escape slowdown global growth steepen russia invasion ukraine effect commodity market supply chain inflation financial condition steepen
338,338,"Effectively, the conflict had escalated in the area engulfing hundred others along with Aketo.
",0,0,0,1,0,1,effectively conflict escalate area engulf hundred other along aketo
339,339,"Promoters of the festival argued that it was aimed at developing the culture and music industry in Uganda by creating platforms for upcoming artists.
",0,0,0,1,0,1,promoter festival argue aim develop culture music industry uganda create platform upcoming artist
340,340,"Uganda is the second-largest African producer and seventh-largest producer globally of coffee beans, producing both the Arabica and Robusta variety.
",0,0,0,1,0,1,uganda second large african producer seventh large producer globally coffee bean produce arabica robusta variety
