,Unnamed: 0,readable,uganda-2019,uganda-2020,uganda-2021,uganda-2022,uganda-2023,all,stripped
341,341,"He also talks about the supermarkets closing too early, yet Ugandans need to access shops that open until about 10pm in the night and not 8pm like was the case with Game retail stores, the South African supermarket chain which recently announced it was leaving Uganda.
",0,0,0,1,0,1,talk supermarket close early yet ugandans need access shop open pm night pm like case game retail store south african supermarket chain recently announce leave uganda
342,342,"A partnership with Jumia, the leading e-commerce platform in Africa, has increased clients and market beyond Uganda.
",0,0,0,1,0,1,partnership jumia lead commerce platform africa increase client market beyond uganda
343,343,"Rev Nasak noted that at the height of the rebel Lord’s Resistance Army-LRA activities in Northern Uganda Karamoja also hosted many neighboring families from Lango and Acholi.
",0,0,0,1,0,1,rev nasak note height rebel lord resistance army lra activity northern uganda karamoja host many neighboring family lango acholi
344,344,"Many people come from all over the region – South Sudan, DR Congo - to buy goods in Kampala.
",0,0,0,1,0,1,many people come region south sudan dr congo buy good kampala
345,345,"Among those things was the night life more so in Kampala that the Ugandan community has been wallowing over due to the Covid-19 lockdowns.
",0,0,0,1,0,1,among thing night life kampala ugandan community wallow due covid lockdown
346,346,"Nambi adds that the district needs to formulate regulations to guide the sand mining business, have an EIA and also register all the people extracting the resource in the area so that they can be able to pay taxes to the district.
",0,0,0,1,0,1,nambi add district need formulate regulation guide sand mining business eia register people extract resource area able pay taxis district
347,347,"In addition, it has severally been reported that more than 100 guns recovered in the ongoing Karamoja operations had markings of UPDF and Police.
",0,0,0,1,0,1,addition severally report gun recover ongoing karamoja operation marking updf police
348,348,"He further told officers to maintain operational momentum especially in Kotido district for peace to prevail in other districts.
",0,0,0,1,0,1,tell officer maintain operational momentum especially kotido district peace prevail district
349,349,"China National Offshore Oil Corporation is also implementing its investment of 4.7 billion U.S. dollars in Uganda’s oil sector which would help stimulate the country’s economic development, experts say.
",0,0,0,1,0,1,china national offshore oil corporation implement investment billion u dollar uganda oil sector would help stimulate country economic development expert say
350,350,"President Museveni noted that Uganda wants to trade with Russia, adding “ we want to trade with all countries of the world.
",0,0,0,1,0,1,president museveni note uganda want trade russia add want trade country world
351,351,"Dr. Aceng, the Health minister, was back on social media to calm the nerves of the public, especially those living and working in Kampala.
",0,0,0,1,0,1,dr aceng health minister back social medium calm nerve public especially live work kampala
352,352,"The warning was issued on Friday during handover of two guns which suspected Turkana cattle rustlers took away from two UPDF soldiers killed alongside three officials from the Ministry of energy in Lotisan sub county Moroto district.
",0,0,0,1,0,1,warning issue friday handover two gun suspect turkana cattle rustler take away two updf soldier kill alongside three official ministry energy lotisan sub county moroto district
353,353,"The ceremony was characterized by fun fare including a parade match past in slow and quick time mounted by the officers of the Uganda People’s Defense Forces (UPDF), Uganda Police Force, Uganda Prisons Service and Uganda wildlife authority.
",0,0,0,1,0,1,ceremony characterize fun fare include parade match past slow quick time mount officer uganda people defense force updf uganda police force uganda prison service uganda wildlife authority
354,354,"In the high production areas of southwest Uganda, farmers will integrate trees that support and enhance their production systems and value chains.
",0,0,0,1,0,1,high production area southwest uganda farmer integrate tree support enhance production system value chain
355,355,"Zhang Lizhong, Chinese ambassador to Uganda, said at a recent press conference that over the past 60 years, the two countries have been journeying a path towards development and revitalization amid complex global challenges.
",0,0,0,1,0,1,zhang lizhong chinese ambassador uganda say recent press conference past year two country journey path towards development revitalization amid complex global challenge
356,356,"President Yoweri Museveni has commissioned a $15 million Kinyara Industrial Sugar Refinery plant in Masindi district.
",0,0,0,1,0,1,president yoweri museveni commission million kinyara industrial sugar refinery plant masindi district
357,357,"Christine Apoko, 42, a farmer in Omiya Anyima sub-county who was diagnosed with cataract three years ago, said she had not been operated on because of the expenses attached to the procedure.
",0,0,0,1,0,1,christine apoko farmer omiya anyima sub county diagnose cataract three year ago say operate expense attach procedure
358,358,"Bashir Twesigye, the executive director of Civic Response on Environment and Development (CRED), a Kampala-based civil society organisation, says the government’s disaster risk response remains inadequate.
",0,0,0,1,0,1,bashir twesigye executive director civic response environment development cre kampala base civil society organisation say government disaster risk response remain inadequate
359,359,"In Maracha it is 2 acres while in Agago it is 8 acres.
",0,0,0,1,0,1,maracha acre agago acre
360,360,"NAGRC & DB operates 15 Animal Genetic Resource Centers (AnGRCs) located in all the regions of Uganda.
",0,0,0,1,0,1,nagrc db operate animal genetic resource center angrc locate region uganda
361,361,"Located in southwestern Uganda, Bwindi Impenetrable is popular for being home to more than half of all mountain gorillas on Earth.
",0,0,0,1,0,1,locate southwestern uganda bwindi impenetrable popular home half mountain gorilla earth
362,362,"According to Onoria, the District Security Meeting resolved that government employees attached to offices outside Kotido municipality will now report to work by 10am and leave by 2pm for their own safety.
",0,0,0,1,0,1,accord onoria district security meeting resolve government employee attach office outside kotido municipality report work leave pm safety
363,363,"According to the National Agricultural Advisory Services (NAADS) website, Cocoa is Uganda’s fourth-biggest ‘agricutural’ export after coffee, tea and fish.
",0,0,0,1,0,1,accord national agricultural advisory service naad website cocoa uganda fourth big agricutural export coffee tea fish
364,364,"Musenero had earlier revealed to parliament that acquiring each of the four mice cost Uganda about Shs8million but now explains that prices are determined by circumstances at the time explaining that at the height of the pandemic when there was a rush by scientists across the world to start trials, mice were very hard to get which drove cost high.
",0,0,0,1,0,1,musenero early reveal parliament acquire four mouse cost uganda shsmillion explain price determine circumstance time explain height pandemic rush scientist across world start trial mouse hard get drive cost high
365,365,"In 2019, it says, formal exports from Uganda to its neighbor were worth 156 million USD but informal exports were even greater, worth 330 million USD.
",0,0,0,1,0,1, say formal export uganda neighbor worth million usd informal export even great worth million usd
366,366,"PRB, which has produced population statistics since 1962, shows that Uganda has 685 people per square kilometer of arable land.
",0,0,0,1,0,1,prb produce population statistic since show uganda people per square kilometer arable land
367,367,"The 1995 Constitution mandates UPDF to defend and protect the sovereignty and territorial integrity of Uganda and ensure non-violability of peoples’ rights.
",0,0,0,1,0,1,constitution mandate updf defend protect sovereignty territorial integrity uganda ensure non violability people right
368,368,"Without good governance underpinned by rule of law, good governance, accountability, transparency, genuine and informed public participation and respect for human rights, the little oil money Uganda will get compared to the mammoth profits Total Energies will reap, will elude Ugandans.
",0,0,0,1,0,1,without good governance underpin rule law good governance accountability transparency genuine inform public participation respect human right little oil money uganda get compare mammoth profit total energy reap elude ugandan
369,369,"Moreover, a French court imposed a €12m fine on the company over financial irregularities relating to a port concession in Togo.
",0,0,0,1,0,1,moreover french court impose fine company financial irregularity relate port concession togo
370,370,"Micheal Longole, the Karamoja regional police spokesperson said that, “We have opened up a general file and we are investigating the circumstances under which the goats were poisoned,” he said.
",0,0,0,1,0,1,micheal longole karamoja regional police spokesperson say open general file investigate circumstance goat poison say
371,371,"They were identified as Patrick Obwona, two-year-old Ramsey Rwot-Twero, Joanna Acen and Charles Olweny Langoya, all residents of Nyimur sub county in Lamwo district.
",0,0,0,1,0,1,identify patrick obwona two year old ramsey rwot twero joanna acen charles olweny langoya resident nyimur sub county lamwo district
372,372,"“In Uganda we’ve got real partners because you bring new skills, new energies and find our own indigenous energies and the combination is a big achievement.
",0,0,0,1,0,1,uganda get real partner bring new skill new energy find indigenous energy combination big achievement
373,373,"One of the first rules I encountered at Budo was not to walk on grass, especially the quadrangle lawns.
",0,0,0,1,0,1,one first rule encounter budo walk grass especially quadrangle lawn
374,374,"The army has intensified operations in Karamoja to counter the resurgence of cattle rustlers who are now said to be on a rampage - stealing animals and killing people in their wake.
",0,0,0,1,0,1,army intensify operation karamoja counter resurgence cattle rustler say rampage steal animal kill people wake
375,375,"Many of these products are the ones that have been in surplus in Uganda.
",0,0,0,1,0,1,many product one surplus uganda
376,376,"Museveni is optimistic that once production increases, Uganda's refined sugar will have a ready market both locally and throughout East Africa whose demand for industrial sugar is 150,000 metric tons.
",0,0,0,1,0,1,museveni optimistic production increase uganda refined sugar ready market locally throughout east africa whose demand industrial sugar metric ton
377,377,"Uganda is ready and able to contribute.
",0,0,0,1,0,1,uganda ready able contribute
378,378,"Felly Lydia Akullu, a student at Makerere University, said, “Before the economy tightened, Shs 50,000 used to take me for 10 days.
",0,0,0,1,0,1,felly lydia akullu student makerere university say economy tighten shs use take day
379,379,"If not adequately controlled, Ebola may spread beyond Uganda.
",0,0,0,1,0,1,adequately control ebola may spread beyond uganda
380,380,"Based on this, the big GM seed and products companies that are set to dominate the Kenyan market will equally dominate the Uganda market whether President Museveni signs the GMO Bill into law or he does not.
",0,0,0,1,0,1,base big gm seed product company set dominate kenyan market equally dominate uganda market whether president museveni sign gmo bill law
381,381,"The entry of Saudia brings to 17, the number of international flight operators at Entebbe.
",0,0,0,1,0,1,entry saudia bring number international flight operator entebbe
382,382,"In order to deliver on its public commitment to center human rights in US foreign policy, the Biden administration needs to hold partner nations, like Uganda, to account for rights violations.
",0,0,0,1,0,1,order deliver public commitment center human right we foreign policy biden administration need hold partner nation like uganda account right violation
383,383,"In written observations shared with VOA by email, he called for “a verifiable and enforceable conflict reduction initiative between Congo and its neighbors — starting with Rwanda” and “an inclusive democratization process in Congo.
",0,0,0,1,0,1,write observation share voa email call verifiable enforceable conflict reduction initiative congo neighbor start rwanda inclusive democratization process congo
384,384,"Ruth Nankabirwa, the minister for Energy and Mineral Development, has said that as parliament waits for President Museveni to assent to the new Mining and Minerals Bill 2021, it won’t stop them from developing the rare earth metal mining project in Busoga region using the old bill.
",0,0,0,1,0,1,ruth nankabirwa minister energy mineral development say parliament wait president museveni assent new mining mineral bill stop develop rare earth metal mining project busoga region use old bill
385,385,"Denis Soyet, the Sundet Sub County LC 3 Chairperson, said that the irrigation scheme at the nearby Ngenge sub county only benefits a few people.
",0,0,0,1,0,1,denis soyet sundet sub county lc chairperson say irrigation scheme nearby ngenge sub county benefit people
386,386,"By his admission, the roads in Rwanda are smooth, clean and inviting and with no traffic police officers in sight; a motorist can be tempted to hit maximum speeds but he had been warned of camera towers and the strict traffic rules in the country.
",0,0,0,1,0,1,admission road rwanda smooth clean invite traffic police officer sight motorist tempt hit maximum speed warn camera tower strict traffic rule country
387,387,"Based in Luweero, a group of youth is taking lead in the modernization and commercialization of Agriculture.
",0,0,0,1,0,1,base luweero group youth take lead modernization commercialization agriculture
388,388,"The bank had been profitable from 1965 to 1987 except for 1978 when their buildings in Masaka were destroyed in the Tanzania war.
",0,0,0,1,0,1,bank profitable except building masaka destroy tanzania war
389,389,"China provided financial resources and technical support, such as hands-on trainings and on-site demonstrations that enabled farmers in Uganda to improve the technologies used to produce rice, foxtail millet, maize, grapes, apples and cherry tomatoes as well as for animal reproduction (e.g.
",0,0,0,1,0,1,china provide financial resource technical support hand training site demonstration enable farmer uganda improve technology use produce rice foxtail millet maize grape apple cherry tomato well animal reproduction
390,390,"goats, pigs, sheep and fish).
",0,0,0,1,0,1,goat pig sheep fish
391,391,"Even when we come to the last five years (2016-2020), Uganda was the 27th fastest growing economy in the world; in the last ten years (2011-2020) it was the 33rd fastest growing economy in the world.
",0,0,0,1,0,1,even come last five year uganda th fast grow economy world last ten year rd fast grow economy world
392,392,"This, she expounded, was is in line with the government’s campaign of “Buy Uganda, Build Uganda.
",0,0,0,1,0,1,expound line government campaign buy uganda build uganda
393,393,"The two are followed by South Sudan with 5.6 per cent and Kenya which is expected to grow at 5.2 per cent and Tanzania with 5.1.
",0,0,0,1,0,1,two follow south sudan per cent kenya expect grow per cent tanzania
394,394,"Most of the tankers coming to Uganda and the region load the fuel a few kilometres away from the Uganda border.
",0,0,0,1,0,1,tanker come uganda region load fuel kilometre away uganda border
395,395,"To avert famine in Karamoja, Among also advised that focus should be moved to mindset change of the people in Karamoja.
",0,0,0,1,0,1,avert famine karamoja among advise focus move mindset change people karamoja
396,396,"The UN team needed to know if some of the people it considers criminals had either run to Uganda or were doing business there.
",0,0,0,1,0,1,un team need know people consider criminal either run uganda business
397,397,"Karamoja is one of the regions that has been impacted by food insecurity for decades even before independence.
",0,0,0,1,0,1,karamoja one region impact food insecurity decade even independence
398,398,"Jane Nalunga, the executive director of Southern and Eastern Africa Trade Information and Negotiations Institute (SEATINI), set the tempo of the conference when she drew parallels with the economic crisis in Sri Lanka that resulted into a popular uprising that toppled President Gotabaya Rajapaksa.
",0,0,0,1,0,1,jane nalunga executive director southern eastern africa trade information negotiation institute seatini set tempo conference draw parallel economic crisis sri lanka result popular uprising topple president gotabaya rajapaksa
399,399,"This follows the public outcry of Members of Parliament from Karamoja about the severe hunger in the sub-region that has even resulted in some deaths.
",0,0,0,1,0,1,follow public outcry member parliament karamoja severe hunger sub region even result death
400,400,"This was announced during a presser by President Museveni and visiting Russian Foreign Minister Sergey Lavrov at State House, Entebbe.
",0,0,0,1,0,1,announce presser president museveni visit russian foreign minister sergey lavrov state house entebbe
401,401,"Langoya said Uganda already has two types of bamboo.
",0,0,0,1,0,1,langoya say uganda already two type bamboo
402,402,"For instance, the government of Uganda has stated that a significant source of our current inflationary pressures (I would like to know what percentage) is caused by factors beyond our borders – that is to say, it is imported inflation.
",0,0,0,1,0,1,instance government uganda state significant source current inflationary pressure would like know percentage cause factor beyond border say import inflation
403,403,"Uganda Development Bank (UDB), the country’s national Development Finance Institution in partnership with Ensibuuko, European Union, United Nations Capital Development Fund (UNCDF) and Food and Agriculture Organization (FAO) has launched a Fintech solution dubbed AgriConnect to ease access to digital financing for smallholder farmers in Uganda.
",0,0,0,0,1,1,uganda development bank udb country national development finance institution partnership ensibuuko european union united nations capital development fund uncdf food agriculture organization fao launch fintech solution dub agriconnect ease access digital financing smallholder farmer uganda
404,404,"Interviewed for this story by The Observer, Julius Mukunda, the executive director of the Civil Society Budget Advocacy Group (CSBAG) attributed the defects in Uganda’s Chinese projects on the conditions pegged to financing.
",0,0,0,0,1,1,interview story observer julius mukunda executive director civil society budget advocacy group csbag attribute defect uganda chinese project condition peg finance
405,405,"Cheptalal Sewareng the woman councillor Lokales subcounty said that FGM is the basis of GBV and that the only way to curb GBV, FGM needs to be addressed first.
",0,0,0,0,1,1,cheptalal sewareng woman councillor lokale subcounty say fgm basis gbv way curb gbv fgm need address first
406,406,"Sylvia Awas, the woman Member of Parliament for Nabilatuk district, highlighted the serious retaliations taking place between the Pian and Pokot communities, leading to heightened insecurity.
",0,0,0,0,1,1,sylvia awa woman member parliament nabilatuk district highlight serious retaliation take place pian pokot community lead heighten insecurity
407,407,"Nabbanja said that the public outrage about the iron sheets was unnecessary because the majority of iron sheets that have been disbursed reached the intended beneficiaries save the few for Karamoja where the line Minister should answer where she diverted them too.
",0,0,0,0,1,1,nabbanja say public outrage iron sheet unnecessary majority iron sheet disburse reach intend beneficiary save karamoja line minister answer divert
408,408,"Muhumuza also noted that pharmaceutical manufacturers in sub-Saharan Africa are largely clustered in just nine of the 46 countries including Uganda, and they are mostly small, without operations that meet international standards.
",0,0,0,0,1,1,muhumuza note pharmaceutical manufacturer sub saharan africa largely cluster nine country include uganda mostly small without operation meet international standard
409,409,"Last year, the residents of Napak district suspended the use of oxen for ploughing over fears of being attacked by suspected warriors.
",0,0,0,0,1,1,last year resident napak district suspend use oxen plough fear attack suspect warrior
410,410,"The government stated that this assault was part of an operation to stop militants who had attacked police posts in Kasese and were allegedly aided by royal guards.
",0,0,0,0,1,1,government state assault part operation stop militant attack police post kasese allegedly aid royal guard
411,411,"Uganda’s once-thriving cotton industry, a significant source of income for around 250,000 households, is facing a grim future.
",0,0,0,0,1,1,uganda thrive cotton industry significant source income around household face grim future
412,412,"The launch was designed to include a number of activities including an informative workshop where participants take part in an educational session on the history of bananas in Uganda, the country’s banana biodiversity and the benefits of conserving it.
",0,0,0,0,1,1,launch design include number activity include informative workshop participant take part educational session history banana uganda country banana biodiversity benefit conserve
413,413,"Critical sectors such as health – and departments like the cancer institute in Mulago – had witnessed budget cuts as government tried to stay afloat.
",0,0,0,0,1,1,critical sector health department like cancer institute mulago witness budget cut government try stay afloat
414,414,"“In our discussions on the operation strategy of pacifying Karamoja, one of the areas we indicated was focused on civil military cooperation because we thought that military operations will not go far unless we were doing it with the leadership out there especially when we started getting some of them in these criminal acts of stealing cows or even rustling,” Gen. Mbadi said.
",0,0,0,0,1,1,discussion operation strategy pacify karamoja one area indicate focus civil military cooperation think military operation go far unless leadership especially start get criminal act steal cow even rustle gen mbadi say
415,415,"In December 2021, the Parliament passed a supplementary budget worth 39 billion shillings to support various programs in Karamoja.
",0,0,0,0,1,1,december parliament pass supplementary budget worth billion shilling support various program karamoja
416,416,"The lawyers under their umbrella organisation-the Catholic Lawyers Society International, (CLASI) made the pledge at the launch of their activities at St. Augustine Institute Chapel in Nsambya.
",0,0,0,0,1,1,lawyer umbrella organisation catholic lawyers society international clasi make pledge launch activity st augustine institute chapel nsambya
417,417,"Speaking on behalf of other CSOs the coordinator of Right to grow Gerald Kato said the commemoration of the world food day comes at a time when 23 percent of children below 5years in Uganda are stunted and 300,000 children are obese and will never leave to their full potential.
",0,0,0,0,1,1,speak behalf csos coordinator right grow gerald kato say commemoration world food day come time percent child year uganda stunt child obese never leave full potential
418,418,"The minister is accused of dealing with 2000 suspected stolen iron sheets meant for the vulnerable people of Karamoja.
",0,0,0,0,1,1,minister accuse deal suspect steal iron sheet mean vulnerable people karamoja
419,419,"Minister Lugolobi' sympathizers camp at the Anti Corruption Court in Kololo ahead of the court session this afternoon.
",0,0,0,0,1,1,minister lugolobi sympathizer camp anti corruption court kololo ahead court session afternoon
420,420,"@UrbanTVUganda @newvisionwire #VisionUpdates #MabaatiScandal.
",0,0,0,0,1,1,urbantvuganda newvisionwire visionupdate mabaatiscandal
421,421,"He added that they plan to open another security road from Odom to Orom sub county in Kitgum district, which will further ease the movement of the security to pursue the warriors.
",0,0,0,0,1,1,add plan open another security road odom orom sub county kitgum district ease movement security pursue warrior
422,422,"Mao says Uganda is a signatory to several international human rights conventions, including the African Charter on Human and People’s Rights that prohibit the trial of civilians in military courts.
",0,0,0,0,1,1,mao say uganda signatory several international human right convention include african charter human people right prohibit trial civilian military court
423,423,"Liu Xiangdong, the president of CNOOC Uganda Limited, emphasized the company’s steadfast dedication to education, capacity building, and the development of national content in Uganda.
",0,0,0,0,1,1,liu xiangdong president cnooc uganda limit emphasize company steadfast dedication education capacity building development national content uganda
424,424,"Simon Peter Lotem, the Nadunget Town council LC 3 chairperson in Moroto district said the government should not mess up the exercise by involving political leaders but instead use the OPM to manage it.
",0,0,0,0,1,1,simon peter lotem nadunget town council lc chairperson moroto district say government mess exercise involve political leader instead use opm manage
425,425,"Inflation in Uganda was part of the global situation that followed the high demand for goods and services after economies reopened from the COVID-19 pandemic, and this was worsened by the Russia-Ukraine war which further disrupted supplies around the world.
",0,0,0,0,1,1,inflation uganda part global situation follow high demand good service economy reopen covid pandemic worsen russia ukraine war disrupt supply around world
426,426,"He noted that although subsistence farming currently dominates agriculture in Uganda, the sector has great potential to drive major economic growth and lift millions of people out of poverty.
",0,0,0,0,1,1,note although subsistence farming currently dominate agriculture uganda sector great potential drive major economic growth lift million people poverty
427,427,"The 2020/2021 transparency report on Uganda, the second, launched Friday, was prepared by DT Global in consortium with BD LLP and VJW Consulting Ltd appointed by the EITI secretariat in Paris as Independent Administrator.
",0,0,0,0,1,1, transparency report uganda second launch friday prepare dt global consortium bd llp vjw consulting ltd appoint eiti secretariat paris independent administrator
428,428,"“Human rights in Uganda under article 20 of the Constitution are inherent, and not granted by the state.
",0,0,0,0,1,1,human right uganda article constitution inherent grant state
429,429,"According to Mabirizi, the constitution provides for several ways of punishing such politicians by either way terminating their appointments, recalling them from their offices, and asking them to return such property failure of which should lead to civil proceedings against them but not criminal proceedings.
",0,0,0,0,1,1,accord mabirizi constitution provide several way punish politician either way terminate appointment recall office ask return property failure lead civil proceeding criminal proceeding
430,430,"I joined a comedy club in Centenary park, and before long, I started going for comedy competitions like Uganda’s Next Top Comedian and slowly I kept on growing and improving my craft.
",0,0,0,0,1,1,join comedy club centenary park long start go comedy competition like uganda next top comedian slowly keep grow improve craft
431,431,"Now one needs to visit the border towns of northern Uganda especially cities like Gulu, towns in the Teso sub-region that not long ago were struggling against the LRA and Lakwena, and appreciate how peace and security foster development.
",0,0,0,0,1,1,one need visit border town northern uganda especially city like gulu town teso sub region long ago struggle lra lakwena appreciate peace security foster development
432,432,"The president used the occasion to allay fears that the oil being developed by Uganda may not be marketable given the debate to shift from fossil fuels to cleaner energy options.
",0,0,0,0,1,1,president use occasion allay fear oil develop uganda may marketable give debate shift fossil fuel clean energy option
433,433,"To own these things — most of them concentrated in Buganda — meant bankrupting the most industrious and richest part of the country, which historically remains the centre of economic, political and cultural production.
",0,0,0,0,1,1,thing concentrate buganda mean bankrupt industrious rich part country historically remain centre economic political cultural production
434,434,"At a time like this most farmers should be opening their gardens in preparation for first season planting, but majority of smallholders farmers in Nwoya district like Rackara are still anxious on what to do after counting complete losses in growing groundnuts to prolonged dry spell which extended up to the month of May of 2022.
",0,0,0,0,1,1,time like farmer open garden preparation first season planting majority smallholder farmer nwoya district like rackara still anxious count complete loss grow groundnut prolong dry spell extend month may
435,435,"China square has been in the news for committing the heinous crime of selling its wares way cheaper than Kenyan traders, prompting action from Kenya’s cabinet secretary for Trade.
",0,0,0,0,1,1,china square news commit heinous crime sell ware way cheap kenyan trader prompt action kenya cabinet secretary trade
436,436,"According to Aguma, in Buvuma, the government through the National Forestry Authority (NFA) is working with locals to open boundaries and mark central forest reserves.
",0,0,0,0,1,1,accord aguma buvuma government national forestry authority nfa work local open boundary mark central forest reserve
437,437,"“I think when it is your day, it just is your,” says Rukundo, explaining how an earlier arrest in Kalangala, had taught these women to be cautious and not to deal with people they did not know.
",0,0,0,0,1,1,think day say rukundo explain early arrest kalangala teach woman cautious deal people know
438,438,"Kifampa also asked the president to apologize to Ugandans for his alleged failure to fight corruption in Uganda in relation to the Karamoja iron sheets saga that several ministers and other senior government officials are implicated in, gun violence, and plans to revamp the economy among others.
",0,0,0,0,1,1,kifampa ask president apologize ugandan allege failure fight corruption uganda relation karamoja iron sheet saga several minister senior government official implicate gun violence plan revamp economy among other
439,439,"Kiberu, a former teacher said he started teaching at the age of 14 before he would later on in life establish Light College Katikamu in Masulita, Wakiso district.
",0,0,0,0,1,1,kiberu former teacher say start teach age would later life establish light college katikamu masulita wakiso district
440,440,"In his view, achieving middle-income status in Uganda is impossible as long as the government and the public are mired in corruption.
",0,0,0,0,1,1,view achieve middle income status uganda impossible long government public mire corruption
441,441,"Lady Justice Margaret Tibulya In Uganda v Lwamafa Jimmy & 3 Ors (Criminal Session 3 of 2016) [2018] UGHCACD 11 on when diversion of public resources occurs states that the following must exist; 1.
",0,0,0,0,1,1,lady justice margaret tibulya uganda v lwamafa jimmy or criminal session ughcacd diversion public resource occur state following must exist
442,442,"Adero also hoped that the factory would provide job opportunities to the reformed warriors who have been terrorizing people due lack of income-generating activities.
",0,0,0,0,1,1,adero hope factory would provide job opportunity reform warrior terrorize people due lack income generating activity
443,443,"This follows the arrest of five cattle traders on August 25, 2023, at the Chepsikunya security checkpoint with stolen cows.
",0,0,0,0,1,1,follow arrest five cattle trader august chepsikunya security checkpoint steal cow
444,444,"Following his visit to Uganda, President Raisi is expected to continue his tour by visiting Zimbabwe.
",0,0,0,0,1,1,follow visit uganda president raisi expect continue tour visit zimbabwe
445,445,"The EACOP will have the capacity to pump up to 230,000 barrels of crude oil daily down a specially designed 1,443km-long ‘smart’ pipe from western Uganda to the Indian Ocean coastline of Tanzania.
",0,0,0,0,1,1,eacop capacity pump barrel crude oil daily specially design km long smart pipe western uganda indian ocean coastline tanzania
446,446,"He said the same bidders who worked in Soroti and other USMID projects bided for the Kampala road works but were not the lowest.
",0,0,0,0,1,1,say bidder work soroti usmid project bide kampala road work low
447,447,"The HESFB’s primary mission is to provide loans and scholarships to Ugandan students who qualify for accredited courses at recognized higher education institutions in Uganda but face financial constraints.
",0,0,0,0,1,1,hesfb primary mission provide loan scholarship ugandan student qualify accredited course recognize high education institution uganda face financial constraint
448,448,"Moses Muteesa, the chairperson Wankulukuku livestock cooperative society in Kampala told URN that the government should suspend livestock markets if they want to deal with the problem of commercialized cattle raids.
",0,0,0,0,1,1,moses muteesa chairperson wankulukuku livestock cooperative society kampala tell urn government suspend livestock market want deal problem commercialized cattle raid
449,449,"NTV Uganda, a free-to-air TV channel, has been a significant part of Ugandan broadcasting for over ten years.
",0,0,0,0,1,1,ntv uganda free air tv channel significant part ugandan broadcasting ten year
450,450,"Tensions between the two countries were exacerbated when Rwanda, on January 24, 2023, shot at a Congolese fighter jet, accusing the Congolese army (Forces Armées de la RDC, or FARDC) of violating its airspace.
",0,0,0,0,1,1,tension two country exacerbate rwanda january shoot congolese fighter jet accuse congolese army force arm es de la rdc fardc violate airspace
451,451,"Wawoo, this after sale service is not common in Uganda.
",0,0,0,0,1,1,wawoo sale service common uganda
452,452,"The government allegedly lost some $150m (£95m) in various scams during the 2007 Commonwealth Heads of Government Meeting (Chogm) in Kampala.
",0,0,0,0,1,1,government allegedly lose various scam commonwealth head government meeting chogm kampala
453,453,"Uganda and Singapore have visa reciprocity, but Singaporean authorities had concerns.
",0,0,0,0,1,1,uganda singapore visa reciprocity singaporean authority concern
454,454,"’ State Minister for Agriculture, Fred Bwino, made this revelation on Wednesday while addressing farmers in Nwoya district.
",0,0,0,0,1,1,state minister agriculture fred bwino make revelation wednesday address farmer nwoya district
455,455,"Thus, the second leg of the Uganda-South Africa trade and investment provides an opportunity for trade and investment policy makers, key business communities, trade support institutions, regional and multilateral organizations from Uganda and South Africa to once again network, exchange experiences, eliminate all the non-tariff barriers, and explore win-win investment and trade opportunities for the development of the two countries.
",0,0,0,0,1,1,thus second leg uganda south africa trade investment provide opportunity trade investment policy maker key business community trade support institution regional multilateral organization uganda south africa network exchange experience eliminate non tariff barrier explore win win investment trade opportunity development two country
456,456,"The Bamasaaba on the Uganda side were in the 1970s not any different.
",0,0,0,0,1,1,bamasaaba uganda side different
457,457,"The sentence has been read by the Supreme Court Deputy Registrar Mary Babirye on behalf of the Justices and Kashaka appeared in court via zoom connecting to Luzira Prison where he has been serving his sentence.
",0,0,0,0,1,1,sentence read supreme court deputy registrar mary babirye behalf justice kashaka appear court via zoom connect luzira prison serve sentence
458,458,"Lobot says that this is an indicator that many programs meant for Karamoja are diverted to develop different regions while Karamoja remains underdeveloped.
",0,0,0,0,1,1,lobot say indicator many program mean karamoja divert develop different region karamoja remain underdeveloped
459,459,"Prosecution states that the said suspects with others still at large on Marich 28th 2023 along Ben Kiwanuka Street Central Division in Kampala district assaulted ASP Nsimenta Flavia, a police officer who at that time was executing her duty.
",0,0,0,0,1,1,prosecution state say suspect other still large marich th along ben kiwanuka street central division kampala district assault asp nsimenta flavia police officer time execute duty
460,460,"According to the Joe Biden administration, some areas in Uganda have increased risk, further stating that there remains a threat of terrorist attacks throughout the country asking its citizens to remain alert and avoid large gatherings.
",0,0,0,0,1,1,accord joe biden administration area uganda increase risk state remain threat terrorist attack throughout country ask citizen remain alert avoid large gathering
461,461,"“When this combines with the carelessness and corruption of our politicians and bureaucrats in all institutions of government, it is clear that even if we continued to get loans from the World Bank and IMF for the next 100 years, we shall never develop our country and not hand over the gains of development to the future generations of Uganda.
",0,0,0,0,1,1,combine carelessness corruption politician bureaucrat institution government clear even continue get loan world bank imf next year shall never develop country hand gain development future generation uganda
462,462,"Transboundary Animal Diseases (TAD) are a significant concern for the people of Karamoja, as these diseases can threaten their livelihoods.
",0,0,0,0,1,1,transboundary animal disease tad significant concern people karamoja disease threaten livelihood
463,463,"According to the Renewable Energy Policy, 2007, Uganda vision 2040, the country’s total renewable energy power potential is estimated at 12,700MW of which 4,500MW is hydropower, 1,500MW is geothermal, 1,700MW is biomass and 5000MW is solar PV.
",0,0,0,0,1,1,accord renewable energy policy uganda vision country total renewable energy power potential estimate mw mw hydropower mw geothermal mw biomass mw solar pv
